# Assembly name:  Armbor1
# Organism name:  Armillaria borealis (basidiomycete fungi)
# Infraspecific name:  strain=FPL87.14
# Taxid:          47425
# BioSample:      SAMN10865533
# BioProject:     PRJNA519861
# Submitter:      DOE Joint Genome Institute
# Date:           2023-07-11
# Assembly type:  haploid
# Release type:   major
# Assembly level: Contig
# Genome representation: full
# WGS project:    JAUEPT01
# Assembly method: Falcon v. 1.8.8
# Expected final version: no
# Genome coverage: 386.53x
# Sequencing technology: PacBio
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_030435635.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_030435645.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
EV421scaffold_489	unplaced-scaffold	na	na	JAUEPT010000489.1	<>	na	Primary Assembly	18890	na
EV421scaffold_490	unplaced-scaffold	na	na	JAUEPT010000490.1	<>	na	Primary Assembly	18856	na
EV421scaffold_491	unplaced-scaffold	na	na	JAUEPT010000491.1	<>	na	Primary Assembly	18811	na
EV421scaffold_492	unplaced-scaffold	na	na	JAUEPT010000492.1	<>	na	Primary Assembly	18770	na
EV421scaffold_493	unplaced-scaffold	na	na	JAUEPT010000493.1	<>	na	Primary Assembly	18694	na
EV421scaffold_494	unplaced-scaffold	na	na	JAUEPT010000494.1	<>	na	Primary Assembly	18653	na
EV421scaffold_495	unplaced-scaffold	na	na	JAUEPT010000495.1	<>	na	Primary Assembly	18624	na
EV421scaffold_496	unplaced-scaffold	na	na	JAUEPT010000496.1	<>	na	Primary Assembly	18617	na
EV421scaffold_497	unplaced-scaffold	na	na	JAUEPT010000497.1	<>	na	Primary Assembly	18604	na
EV421scaffold_498	unplaced-scaffold	na	na	JAUEPT010000498.1	<>	na	Primary Assembly	18509	na
EV421scaffold_499	unplaced-scaffold	na	na	JAUEPT010000499.1	<>	na	Primary Assembly	18424	na
EV421scaffold_500	unplaced-scaffold	na	na	JAUEPT010000500.1	<>	na	Primary Assembly	18374	na
EV421scaffold_501	unplaced-scaffold	na	na	JAUEPT010000501.1	<>	na	Primary Assembly	18367	na
EV421scaffold_502	unplaced-scaffold	na	na	JAUEPT010000502.1	<>	na	Primary Assembly	18344	na
EV421scaffold_503	unplaced-scaffold	na	na	JAUEPT010000503.1	<>	na	Primary Assembly	18335	na
EV421scaffold_504	unplaced-scaffold	na	na	JAUEPT010000504.1	<>	na	Primary Assembly	18247	na
EV421scaffold_505	unplaced-scaffold	na	na	JAUEPT010000505.1	<>	na	Primary Assembly	18205	na
EV421scaffold_506	unplaced-scaffold	na	na	JAUEPT010000506.1	<>	na	Primary Assembly	18204	na
EV421scaffold_507	unplaced-scaffold	na	na	JAUEPT010000507.1	<>	na	Primary Assembly	18186	na
EV421scaffold_508	unplaced-scaffold	na	na	JAUEPT010000508.1	<>	na	Primary Assembly	18149	na
EV421scaffold_509	unplaced-scaffold	na	na	JAUEPT010000509.1	<>	na	Primary Assembly	18056	na
EV421scaffold_510	unplaced-scaffold	na	na	JAUEPT010000510.1	<>	na	Primary Assembly	18026	na
EV421scaffold_511	unplaced-scaffold	na	na	JAUEPT010000511.1	<>	na	Primary Assembly	17867	na
EV421scaffold_512	unplaced-scaffold	na	na	JAUEPT010000512.1	<>	na	Primary Assembly	17802	na
EV421scaffold_513	unplaced-scaffold	na	na	JAUEPT010000513.1	<>	na	Primary Assembly	17796	na
EV421scaffold_514	unplaced-scaffold	na	na	JAUEPT010000514.1	<>	na	Primary Assembly	17785	na
EV421scaffold_515	unplaced-scaffold	na	na	JAUEPT010000515.1	<>	na	Primary Assembly	17744	na
EV421scaffold_516	unplaced-scaffold	na	na	JAUEPT010000516.1	<>	na	Primary Assembly	17578	na
EV421scaffold_517	unplaced-scaffold	na	na	JAUEPT010000517.1	<>	na	Primary Assembly	17462	na
EV421scaffold_518	unplaced-scaffold	na	na	JAUEPT010000518.1	<>	na	Primary Assembly	17459	na
EV421scaffold_519	unplaced-scaffold	na	na	JAUEPT010000519.1	<>	na	Primary Assembly	17430	na
EV421scaffold_520	unplaced-scaffold	na	na	JAUEPT010000520.1	<>	na	Primary Assembly	17424	na
EV421scaffold_521	unplaced-scaffold	na	na	JAUEPT010000521.1	<>	na	Primary Assembly	17424	na
EV421scaffold_522	unplaced-scaffold	na	na	JAUEPT010000522.1	<>	na	Primary Assembly	17407	na
EV421scaffold_523	unplaced-scaffold	na	na	JAUEPT010000523.1	<>	na	Primary Assembly	17380	na
EV421scaffold_524	unplaced-scaffold	na	na	JAUEPT010000524.1	<>	na	Primary Assembly	17367	na
EV421scaffold_525	unplaced-scaffold	na	na	JAUEPT010000525.1	<>	na	Primary Assembly	17328	na
EV421scaffold_526	unplaced-scaffold	na	na	JAUEPT010000526.1	<>	na	Primary Assembly	17299	na
EV421scaffold_527	unplaced-scaffold	na	na	JAUEPT010000527.1	<>	na	Primary Assembly	17288	na
EV421scaffold_528	unplaced-scaffold	na	na	JAUEPT010000528.1	<>	na	Primary Assembly	17287	na
EV421scaffold_529	unplaced-scaffold	na	na	JAUEPT010000529.1	<>	na	Primary Assembly	17235	na
EV421scaffold_530	unplaced-scaffold	na	na	JAUEPT010000530.1	<>	na	Primary Assembly	17203	na
EV421scaffold_531	unplaced-scaffold	na	na	JAUEPT010000531.1	<>	na	Primary Assembly	17096	na
EV421scaffold_532	unplaced-scaffold	na	na	JAUEPT010000532.1	<>	na	Primary Assembly	17093	na
EV421scaffold_533	unplaced-scaffold	na	na	JAUEPT010000533.1	<>	na	Primary Assembly	17081	na
EV421scaffold_534	unplaced-scaffold	na	na	JAUEPT010000534.1	<>	na	Primary Assembly	17080	na
EV421scaffold_535	unplaced-scaffold	na	na	JAUEPT010000535.1	<>	na	Primary Assembly	17071	na
EV421scaffold_536	unplaced-scaffold	na	na	JAUEPT010000536.1	<>	na	Primary Assembly	17024	na
EV421scaffold_537	unplaced-scaffold	na	na	JAUEPT010000537.1	<>	na	Primary Assembly	16971	na
EV421scaffold_538	unplaced-scaffold	na	na	JAUEPT010000538.1	<>	na	Primary Assembly	16947	na
EV421scaffold_539	unplaced-scaffold	na	na	JAUEPT010000539.1	<>	na	Primary Assembly	16938	na
EV421scaffold_540	unplaced-scaffold	na	na	JAUEPT010000540.1	<>	na	Primary Assembly	16880	na
EV421scaffold_541	unplaced-scaffold	na	na	JAUEPT010000541.1	<>	na	Primary Assembly	16859	na
EV421scaffold_542	unplaced-scaffold	na	na	JAUEPT010000542.1	<>	na	Primary Assembly	16840	na
EV421scaffold_543	unplaced-scaffold	na	na	JAUEPT010000543.1	<>	na	Primary Assembly	16821	na
EV421scaffold_544	unplaced-scaffold	na	na	JAUEPT010000544.1	<>	na	Primary Assembly	16795	na
EV421scaffold_545	unplaced-scaffold	na	na	JAUEPT010000545.1	<>	na	Primary Assembly	16708	na
EV421scaffold_546	unplaced-scaffold	na	na	JAUEPT010000546.1	<>	na	Primary Assembly	16599	na
EV421scaffold_547	unplaced-scaffold	na	na	JAUEPT010000547.1	<>	na	Primary Assembly	16583	na
EV421scaffold_548	unplaced-scaffold	na	na	JAUEPT010000548.1	<>	na	Primary Assembly	16487	na
EV421scaffold_549	unplaced-scaffold	na	na	JAUEPT010000549.1	<>	na	Primary Assembly	16412	na
EV421scaffold_550	unplaced-scaffold	na	na	JAUEPT010000550.1	<>	na	Primary Assembly	16360	na
EV421scaffold_551	unplaced-scaffold	na	na	JAUEPT010000551.1	<>	na	Primary Assembly	16351	na
EV421scaffold_552	unplaced-scaffold	na	na	JAUEPT010000552.1	<>	na	Primary Assembly	16325	na
EV421scaffold_553	unplaced-scaffold	na	na	JAUEPT010000553.1	<>	na	Primary Assembly	16298	na
EV421scaffold_554	unplaced-scaffold	na	na	JAUEPT010000554.1	<>	na	Primary Assembly	16248	na
EV421scaffold_555	unplaced-scaffold	na	na	JAUEPT010000555.1	<>	na	Primary Assembly	16245	na
EV421scaffold_556	unplaced-scaffold	na	na	JAUEPT010000556.1	<>	na	Primary Assembly	16242	na
EV421scaffold_557	unplaced-scaffold	na	na	JAUEPT010000557.1	<>	na	Primary Assembly	16232	na
EV421scaffold_558	unplaced-scaffold	na	na	JAUEPT010000558.1	<>	na	Primary Assembly	16191	na
EV421scaffold_559	unplaced-scaffold	na	na	JAUEPT010000559.1	<>	na	Primary Assembly	16160	na
EV421scaffold_560	unplaced-scaffold	na	na	JAUEPT010000560.1	<>	na	Primary Assembly	16116	na
EV421scaffold_561	unplaced-scaffold	na	na	JAUEPT010000561.1	<>	na	Primary Assembly	16115	na
EV421scaffold_562	unplaced-scaffold	na	na	JAUEPT010000562.1	<>	na	Primary Assembly	16015	na
EV421scaffold_563	unplaced-scaffold	na	na	JAUEPT010000563.1	<>	na	Primary Assembly	16003	na
EV421scaffold_564	unplaced-scaffold	na	na	JAUEPT010000564.1	<>	na	Primary Assembly	15989	na
EV421scaffold_565	unplaced-scaffold	na	na	JAUEPT010000565.1	<>	na	Primary Assembly	15938	na
EV421scaffold_566	unplaced-scaffold	na	na	JAUEPT010000566.1	<>	na	Primary Assembly	15935	na
EV421scaffold_567	unplaced-scaffold	na	na	JAUEPT010000567.1	<>	na	Primary Assembly	15916	na
EV421scaffold_568	unplaced-scaffold	na	na	JAUEPT010000568.1	<>	na	Primary Assembly	15903	na
EV421scaffold_569	unplaced-scaffold	na	na	JAUEPT010000569.1	<>	na	Primary Assembly	15790	na
EV421scaffold_570	unplaced-scaffold	na	na	JAUEPT010000570.1	<>	na	Primary Assembly	15694	na
EV421scaffold_571	unplaced-scaffold	na	na	JAUEPT010000571.1	<>	na	Primary Assembly	15689	na
EV421scaffold_572	unplaced-scaffold	na	na	JAUEPT010000572.1	<>	na	Primary Assembly	15662	na
EV421scaffold_573	unplaced-scaffold	na	na	JAUEPT010000573.1	<>	na	Primary Assembly	15657	na
EV421scaffold_574	unplaced-scaffold	na	na	JAUEPT010000574.1	<>	na	Primary Assembly	15642	na
EV421scaffold_575	unplaced-scaffold	na	na	JAUEPT010000575.1	<>	na	Primary Assembly	15590	na
EV421scaffold_576	unplaced-scaffold	na	na	JAUEPT010000576.1	<>	na	Primary Assembly	15537	na
EV421scaffold_577	unplaced-scaffold	na	na	JAUEPT010000577.1	<>	na	Primary Assembly	15508	na
EV421scaffold_578	unplaced-scaffold	na	na	JAUEPT010000578.1	<>	na	Primary Assembly	15490	na
EV421scaffold_579	unplaced-scaffold	na	na	JAUEPT010000579.1	<>	na	Primary Assembly	15419	na
EV421scaffold_580	unplaced-scaffold	na	na	JAUEPT010000580.1	<>	na	Primary Assembly	15409	na
EV421scaffold_581	unplaced-scaffold	na	na	JAUEPT010000581.1	<>	na	Primary Assembly	15402	na
EV421scaffold_582	unplaced-scaffold	na	na	JAUEPT010000582.1	<>	na	Primary Assembly	15391	na
EV421scaffold_583	unplaced-scaffold	na	na	JAUEPT010000583.1	<>	na	Primary Assembly	15383	na
EV421scaffold_584	unplaced-scaffold	na	na	JAUEPT010000584.1	<>	na	Primary Assembly	15372	na
EV421scaffold_585	unplaced-scaffold	na	na	JAUEPT010000585.1	<>	na	Primary Assembly	15370	na
EV421scaffold_586	unplaced-scaffold	na	na	JAUEPT010000586.1	<>	na	Primary Assembly	15341	na
EV421scaffold_587	unplaced-scaffold	na	na	JAUEPT010000587.1	<>	na	Primary Assembly	15322	na
EV421scaffold_588	unplaced-scaffold	na	na	JAUEPT010000588.1	<>	na	Primary Assembly	15307	na
EV421scaffold_589	unplaced-scaffold	na	na	JAUEPT010000589.1	<>	na	Primary Assembly	15226	na
EV421scaffold_590	unplaced-scaffold	na	na	JAUEPT010000590.1	<>	na	Primary Assembly	15183	na
EV421scaffold_591	unplaced-scaffold	na	na	JAUEPT010000591.1	<>	na	Primary Assembly	15180	na
EV421scaffold_592	unplaced-scaffold	na	na	JAUEPT010000592.1	<>	na	Primary Assembly	15165	na
EV421scaffold_593	unplaced-scaffold	na	na	JAUEPT010000593.1	<>	na	Primary Assembly	15146	na
EV421scaffold_594	unplaced-scaffold	na	na	JAUEPT010000594.1	<>	na	Primary Assembly	15107	na
EV421scaffold_595	unplaced-scaffold	na	na	JAUEPT010000595.1	<>	na	Primary Assembly	15104	na
EV421scaffold_596	unplaced-scaffold	na	na	JAUEPT010000596.1	<>	na	Primary Assembly	15076	na
EV421scaffold_597	unplaced-scaffold	na	na	JAUEPT010000597.1	<>	na	Primary Assembly	15063	na
EV421scaffold_598	unplaced-scaffold	na	na	JAUEPT010000598.1	<>	na	Primary Assembly	15027	na
EV421scaffold_599	unplaced-scaffold	na	na	JAUEPT010000599.1	<>	na	Primary Assembly	15001	na
EV421scaffold_600	unplaced-scaffold	na	na	JAUEPT010000600.1	<>	na	Primary Assembly	14972	na
EV421scaffold_601	unplaced-scaffold	na	na	JAUEPT010000601.1	<>	na	Primary Assembly	14955	na
EV421scaffold_602	unplaced-scaffold	na	na	JAUEPT010000602.1	<>	na	Primary Assembly	14913	na
EV421scaffold_603	unplaced-scaffold	na	na	JAUEPT010000603.1	<>	na	Primary Assembly	14903	na
EV421scaffold_604	unplaced-scaffold	na	na	JAUEPT010000604.1	<>	na	Primary Assembly	14896	na
EV421scaffold_605	unplaced-scaffold	na	na	JAUEPT010000605.1	<>	na	Primary Assembly	14885	na
EV421scaffold_606	unplaced-scaffold	na	na	JAUEPT010000606.1	<>	na	Primary Assembly	14854	na
EV421scaffold_607	unplaced-scaffold	na	na	JAUEPT010000607.1	<>	na	Primary Assembly	14811	na
EV421scaffold_608	unplaced-scaffold	na	na	JAUEPT010000608.1	<>	na	Primary Assembly	14801	na
EV421scaffold_609	unplaced-scaffold	na	na	JAUEPT010000609.1	<>	na	Primary Assembly	14797	na
EV421scaffold_610	unplaced-scaffold	na	na	JAUEPT010000610.1	<>	na	Primary Assembly	14787	na
EV421scaffold_611	unplaced-scaffold	na	na	JAUEPT010000611.1	<>	na	Primary Assembly	14786	na
EV421scaffold_612	unplaced-scaffold	na	na	JAUEPT010000612.1	<>	na	Primary Assembly	14642	na
EV421scaffold_613	unplaced-scaffold	na	na	JAUEPT010000613.1	<>	na	Primary Assembly	14594	na
EV421scaffold_614	unplaced-scaffold	na	na	JAUEPT010000614.1	<>	na	Primary Assembly	14583	na
EV421scaffold_615	unplaced-scaffold	na	na	JAUEPT010000615.1	<>	na	Primary Assembly	14535	na
EV421scaffold_616	unplaced-scaffold	na	na	JAUEPT010000616.1	<>	na	Primary Assembly	14516	na
EV421scaffold_617	unplaced-scaffold	na	na	JAUEPT010000617.1	<>	na	Primary Assembly	14504	na
EV421scaffold_618	unplaced-scaffold	na	na	JAUEPT010000618.1	<>	na	Primary Assembly	14478	na
EV421scaffold_619	unplaced-scaffold	na	na	JAUEPT010000619.1	<>	na	Primary Assembly	14444	na
EV421scaffold_620	unplaced-scaffold	na	na	JAUEPT010000620.1	<>	na	Primary Assembly	14354	na
EV421scaffold_621	unplaced-scaffold	na	na	JAUEPT010000621.1	<>	na	Primary Assembly	14349	na
EV421scaffold_622	unplaced-scaffold	na	na	JAUEPT010000622.1	<>	na	Primary Assembly	14292	na
EV421scaffold_623	unplaced-scaffold	na	na	JAUEPT010000623.1	<>	na	Primary Assembly	14218	na
EV421scaffold_624	unplaced-scaffold	na	na	JAUEPT010000624.1	<>	na	Primary Assembly	14169	na
EV421scaffold_625	unplaced-scaffold	na	na	JAUEPT010000625.1	<>	na	Primary Assembly	14141	na
EV421scaffold_626	unplaced-scaffold	na	na	JAUEPT010000626.1	<>	na	Primary Assembly	14140	na
EV421scaffold_627	unplaced-scaffold	na	na	JAUEPT010000627.1	<>	na	Primary Assembly	14138	na
EV421scaffold_628	unplaced-scaffold	na	na	JAUEPT010000628.1	<>	na	Primary Assembly	14082	na
EV421scaffold_629	unplaced-scaffold	na	na	JAUEPT010000629.1	<>	na	Primary Assembly	14029	na
EV421scaffold_630	unplaced-scaffold	na	na	JAUEPT010000630.1	<>	na	Primary Assembly	14025	na
EV421scaffold_631	unplaced-scaffold	na	na	JAUEPT010000631.1	<>	na	Primary Assembly	13997	na
EV421scaffold_632	unplaced-scaffold	na	na	JAUEPT010000632.1	<>	na	Primary Assembly	13983	na
EV421scaffold_633	unplaced-scaffold	na	na	JAUEPT010000633.1	<>	na	Primary Assembly	13899	na
EV421scaffold_634	unplaced-scaffold	na	na	JAUEPT010000634.1	<>	na	Primary Assembly	13791	na
EV421scaffold_635	unplaced-scaffold	na	na	JAUEPT010000635.1	<>	na	Primary Assembly	13785	na
EV421scaffold_636	unplaced-scaffold	na	na	JAUEPT010000636.1	<>	na	Primary Assembly	13743	na
EV421scaffold_637	unplaced-scaffold	na	na	JAUEPT010000637.1	<>	na	Primary Assembly	13682	na
EV421scaffold_638	unplaced-scaffold	na	na	JAUEPT010000638.1	<>	na	Primary Assembly	13628	na
EV421scaffold_639	unplaced-scaffold	na	na	JAUEPT010000639.1	<>	na	Primary Assembly	13516	na
EV421scaffold_640	unplaced-scaffold	na	na	JAUEPT010000640.1	<>	na	Primary Assembly	13430	na
EV421scaffold_641	unplaced-scaffold	na	na	JAUEPT010000641.1	<>	na	Primary Assembly	13386	na
EV421scaffold_642	unplaced-scaffold	na	na	JAUEPT010000642.1	<>	na	Primary Assembly	13382	na
EV421scaffold_643	unplaced-scaffold	na	na	JAUEPT010000643.1	<>	na	Primary Assembly	13338	na
EV421scaffold_644	unplaced-scaffold	na	na	JAUEPT010000644.1	<>	na	Primary Assembly	13264	na
EV421scaffold_645	unplaced-scaffold	na	na	JAUEPT010000645.1	<>	na	Primary Assembly	13173	na
EV421scaffold_646	unplaced-scaffold	na	na	JAUEPT010000646.1	<>	na	Primary Assembly	13134	na
EV421scaffold_647	unplaced-scaffold	na	na	JAUEPT010000647.1	<>	na	Primary Assembly	13124	na
EV421scaffold_648	unplaced-scaffold	na	na	JAUEPT010000648.1	<>	na	Primary Assembly	13108	na
EV421scaffold_649	unplaced-scaffold	na	na	JAUEPT010000649.1	<>	na	Primary Assembly	13068	na
EV421scaffold_650	unplaced-scaffold	na	na	JAUEPT010000650.1	<>	na	Primary Assembly	12980	na
EV421scaffold_651	unplaced-scaffold	na	na	JAUEPT010000651.1	<>	na	Primary Assembly	12909	na
EV421scaffold_652	unplaced-scaffold	na	na	JAUEPT010000652.1	<>	na	Primary Assembly	12876	na
EV421scaffold_653	unplaced-scaffold	na	na	JAUEPT010000653.1	<>	na	Primary Assembly	12844	na
EV421scaffold_654	unplaced-scaffold	na	na	JAUEPT010000654.1	<>	na	Primary Assembly	12827	na
EV421scaffold_655	unplaced-scaffold	na	na	JAUEPT010000655.1	<>	na	Primary Assembly	12821	na
EV421scaffold_656	unplaced-scaffold	na	na	JAUEPT010000656.1	<>	na	Primary Assembly	12811	na
EV421scaffold_657	unplaced-scaffold	na	na	JAUEPT010000657.1	<>	na	Primary Assembly	12763	na
EV421scaffold_658	unplaced-scaffold	na	na	JAUEPT010000658.1	<>	na	Primary Assembly	12738	na
EV421scaffold_659	unplaced-scaffold	na	na	JAUEPT010000659.1	<>	na	Primary Assembly	12712	na
EV421scaffold_660	unplaced-scaffold	na	na	JAUEPT010000660.1	<>	na	Primary Assembly	12708	na
EV421scaffold_661	unplaced-scaffold	na	na	JAUEPT010000661.1	<>	na	Primary Assembly	12700	na
EV421scaffold_662	unplaced-scaffold	na	na	JAUEPT010000662.1	<>	na	Primary Assembly	12686	na
EV421scaffold_663	unplaced-scaffold	na	na	JAUEPT010000663.1	<>	na	Primary Assembly	12655	na
EV421scaffold_664	unplaced-scaffold	na	na	JAUEPT010000664.1	<>	na	Primary Assembly	12647	na
EV421scaffold_665	unplaced-scaffold	na	na	JAUEPT010000665.1	<>	na	Primary Assembly	12621	na
EV421scaffold_666	unplaced-scaffold	na	na	JAUEPT010000666.1	<>	na	Primary Assembly	12594	na
EV421scaffold_667	unplaced-scaffold	na	na	JAUEPT010000667.1	<>	na	Primary Assembly	12591	na
EV421scaffold_668	unplaced-scaffold	na	na	JAUEPT010000668.1	<>	na	Primary Assembly	12524	na
EV421scaffold_669	unplaced-scaffold	na	na	JAUEPT010000669.1	<>	na	Primary Assembly	12519	na
EV421scaffold_670	unplaced-scaffold	na	na	JAUEPT010000670.1	<>	na	Primary Assembly	12477	na
EV421scaffold_671	unplaced-scaffold	na	na	JAUEPT010000671.1	<>	na	Primary Assembly	12343	na
EV421scaffold_672	unplaced-scaffold	na	na	JAUEPT010000672.1	<>	na	Primary Assembly	12332	na
EV421scaffold_673	unplaced-scaffold	na	na	JAUEPT010000673.1	<>	na	Primary Assembly	12306	na
EV421scaffold_674	unplaced-scaffold	na	na	JAUEPT010000674.1	<>	na	Primary Assembly	12305	na
EV421scaffold_675	unplaced-scaffold	na	na	JAUEPT010000675.1	<>	na	Primary Assembly	12294	na
EV421scaffold_676	unplaced-scaffold	na	na	JAUEPT010000676.1	<>	na	Primary Assembly	12294	na
EV421scaffold_677	unplaced-scaffold	na	na	JAUEPT010000677.1	<>	na	Primary Assembly	12264	na
EV421scaffold_678	unplaced-scaffold	na	na	JAUEPT010000678.1	<>	na	Primary Assembly	12254	na
EV421scaffold_679	unplaced-scaffold	na	na	JAUEPT010000679.1	<>	na	Primary Assembly	12227	na
EV421scaffold_680	unplaced-scaffold	na	na	JAUEPT010000680.1	<>	na	Primary Assembly	12225	na
EV421scaffold_681	unplaced-scaffold	na	na	JAUEPT010000681.1	<>	na	Primary Assembly	12197	na
EV421scaffold_682	unplaced-scaffold	na	na	JAUEPT010000682.1	<>	na	Primary Assembly	12149	na
EV421scaffold_683	unplaced-scaffold	na	na	JAUEPT010000683.1	<>	na	Primary Assembly	12072	na
EV421scaffold_684	unplaced-scaffold	na	na	JAUEPT010000684.1	<>	na	Primary Assembly	12026	na
EV421scaffold_685	unplaced-scaffold	na	na	JAUEPT010000685.1	<>	na	Primary Assembly	12010	na
EV421scaffold_686	unplaced-scaffold	na	na	JAUEPT010000686.1	<>	na	Primary Assembly	12002	na
EV421scaffold_687	unplaced-scaffold	na	na	JAUEPT010000687.1	<>	na	Primary Assembly	11970	na
EV421scaffold_688	unplaced-scaffold	na	na	JAUEPT010000688.1	<>	na	Primary Assembly	11962	na
EV421scaffold_689	unplaced-scaffold	na	na	JAUEPT010000689.1	<>	na	Primary Assembly	11950	na
EV421scaffold_690	unplaced-scaffold	na	na	JAUEPT010000690.1	<>	na	Primary Assembly	11929	na
EV421scaffold_691	unplaced-scaffold	na	na	JAUEPT010000691.1	<>	na	Primary Assembly	11808	na
EV421scaffold_692	unplaced-scaffold	na	na	JAUEPT010000692.1	<>	na	Primary Assembly	11795	na
EV421scaffold_693	unplaced-scaffold	na	na	JAUEPT010000693.1	<>	na	Primary Assembly	11759	na
EV421scaffold_694	unplaced-scaffold	na	na	JAUEPT010000694.1	<>	na	Primary Assembly	11728	na
EV421scaffold_695	unplaced-scaffold	na	na	JAUEPT010000695.1	<>	na	Primary Assembly	11660	na
EV421scaffold_696	unplaced-scaffold	na	na	JAUEPT010000696.1	<>	na	Primary Assembly	11596	na
EV421scaffold_697	unplaced-scaffold	na	na	JAUEPT010000697.1	<>	na	Primary Assembly	11578	na
EV421scaffold_698	unplaced-scaffold	na	na	JAUEPT010000698.1	<>	na	Primary Assembly	11574	na
EV421scaffold_699	unplaced-scaffold	na	na	JAUEPT010000699.1	<>	na	Primary Assembly	11518	na
EV421scaffold_700	unplaced-scaffold	na	na	JAUEPT010000700.1	<>	na	Primary Assembly	11509	na
EV421scaffold_701	unplaced-scaffold	na	na	JAUEPT010000701.1	<>	na	Primary Assembly	11497	na
EV421scaffold_702	unplaced-scaffold	na	na	JAUEPT010000702.1	<>	na	Primary Assembly	11437	na
EV421scaffold_703	unplaced-scaffold	na	na	JAUEPT010000703.1	<>	na	Primary Assembly	11417	na
EV421scaffold_704	unplaced-scaffold	na	na	JAUEPT010000704.1	<>	na	Primary Assembly	11386	na
EV421scaffold_705	unplaced-scaffold	na	na	JAUEPT010000705.1	<>	na	Primary Assembly	11366	na
EV421scaffold_706	unplaced-scaffold	na	na	JAUEPT010000706.1	<>	na	Primary Assembly	11244	na
EV421scaffold_707	unplaced-scaffold	na	na	JAUEPT010000707.1	<>	na	Primary Assembly	11208	na
EV421scaffold_708	unplaced-scaffold	na	na	JAUEPT010000708.1	<>	na	Primary Assembly	11200	na
EV421scaffold_709	unplaced-scaffold	na	na	JAUEPT010000709.1	<>	na	Primary Assembly	11184	na
EV421scaffold_710	unplaced-scaffold	na	na	JAUEPT010000710.1	<>	na	Primary Assembly	11160	na
EV421scaffold_711	unplaced-scaffold	na	na	JAUEPT010000711.1	<>	na	Primary Assembly	11107	na
EV421scaffold_712	unplaced-scaffold	na	na	JAUEPT010000712.1	<>	na	Primary Assembly	11107	na
EV421scaffold_713	unplaced-scaffold	na	na	JAUEPT010000713.1	<>	na	Primary Assembly	11021	na
EV421scaffold_714	unplaced-scaffold	na	na	JAUEPT010000714.1	<>	na	Primary Assembly	11019	na
EV421scaffold_715	unplaced-scaffold	na	na	JAUEPT010000715.1	<>	na	Primary Assembly	10998	na
EV421scaffold_716	unplaced-scaffold	na	na	JAUEPT010000716.1	<>	na	Primary Assembly	10993	na
EV421scaffold_717	unplaced-scaffold	na	na	JAUEPT010000717.1	<>	na	Primary Assembly	10867	na
EV421scaffold_718	unplaced-scaffold	na	na	JAUEPT010000718.1	<>	na	Primary Assembly	10864	na
EV421scaffold_719	unplaced-scaffold	na	na	JAUEPT010000719.1	<>	na	Primary Assembly	10851	na
EV421scaffold_720	unplaced-scaffold	na	na	JAUEPT010000720.1	<>	na	Primary Assembly	10836	na
EV421scaffold_721	unplaced-scaffold	na	na	JAUEPT010000721.1	<>	na	Primary Assembly	10761	na
EV421scaffold_722	unplaced-scaffold	na	na	JAUEPT010000722.1	<>	na	Primary Assembly	10747	na
EV421scaffold_723	unplaced-scaffold	na	na	JAUEPT010000723.1	<>	na	Primary Assembly	10736	na
EV421scaffold_724	unplaced-scaffold	na	na	JAUEPT010000724.1	<>	na	Primary Assembly	10703	na
EV421scaffold_725	unplaced-scaffold	na	na	JAUEPT010000725.1	<>	na	Primary Assembly	10673	na
EV421scaffold_726	unplaced-scaffold	na	na	JAUEPT010000726.1	<>	na	Primary Assembly	10622	na
EV421scaffold_727	unplaced-scaffold	na	na	JAUEPT010000727.1	<>	na	Primary Assembly	10576	na
EV421scaffold_728	unplaced-scaffold	na	na	JAUEPT010000728.1	<>	na	Primary Assembly	10562	na
EV421scaffold_729	unplaced-scaffold	na	na	JAUEPT010000729.1	<>	na	Primary Assembly	10511	na
EV421scaffold_730	unplaced-scaffold	na	na	JAUEPT010000730.1	<>	na	Primary Assembly	10496	na
EV421scaffold_731	unplaced-scaffold	na	na	JAUEPT010000731.1	<>	na	Primary Assembly	10470	na
EV421scaffold_732	unplaced-scaffold	na	na	JAUEPT010000732.1	<>	na	Primary Assembly	10442	na
EV421scaffold_733	unplaced-scaffold	na	na	JAUEPT010000733.1	<>	na	Primary Assembly	10429	na
EV421scaffold_734	unplaced-scaffold	na	na	JAUEPT010000734.1	<>	na	Primary Assembly	10284	na
EV421scaffold_735	unplaced-scaffold	na	na	JAUEPT010000735.1	<>	na	Primary Assembly	10262	na
EV421scaffold_736	unplaced-scaffold	na	na	JAUEPT010000736.1	<>	na	Primary Assembly	10257	na
EV421scaffold_737	unplaced-scaffold	na	na	JAUEPT010000737.1	<>	na	Primary Assembly	10254	na
